,name,title,latitude,longtitude,address1,address2,address3,city,zip_code,country,state,display_address
2371,Mayfair Diner,"['Diners', 'Burgers']",40.03744,-75.03815,7373 Frankford Ave,,,Philadelphia,19136,US,PA,"7373 Frankford Ave Philadelphia, PA 19136 "
2372,Reale's Restaurant & Bar,"['Sports Bars', 'American (Traditional)', 'Seafood']",40.0362877,-75.0415147,7233 Frankford Ave,,,Philadelphia,19135,US,PA,"7233 Frankford Ave Philadelphia, PA 19135 "
2373,"George's Burgers, Steaks and Shakes","['Cheesesteaks', 'Burgers', 'Sandwiches']",40.0377140603431,-75.0387135520577,1817 Cottman Ave,,,Philadelphia,19111,US,PA,"1817 Cottman Ave Philadelphia, PA 19111 "
2374,Frank's Steaks & Burgers,"['Cheesesteaks', 'Burgers']",40.035573,-75.0428813,7161 Frankford Ave,,,Philadelphia,19135,US,PA,"7161 Frankford Ave Philadelphia, PA 19135 "
2375,King Food Restaurant,['Restaurants'],40.03852,-75.03684,7426 Frankford Ave,,,Philadelphia,19136,US,PA,"7426 Frankford Ave Philadelphia, PA 19136 "
2376,Leneghan's Crusader Inn,"['Bars', 'Chicken Wings']",40.03824,-75.0376299,7412 Frankford Ave,,,Philadelphia,19136,US,PA,"7412 Frankford Ave Philadelphia, PA 19136 "
2377,Tropicana Brazilian Food,['Brazilian'],40.034608,-75.044055,7109 Frankford Ave,,,Philadelphia,19135,US,PA,"7109 Frankford Ave Philadelphia, PA 19135 "
2378,Cappys Cafe,"['Seafood', 'American (Traditional)', 'Chicken Wings']",40.032761,-75.048264,6901 Frankford Ave,,,Philadelphia,19135,US,PA,"6901 Frankford Ave Philadelphia, PA 19135 "
2379,Jack's Place,"['Sandwiches', 'Salad', 'Cheesesteaks']",40.02813,-75.03577,7167 Hegerman St,,,Philadelphia,19135,US,PA,"7167 Hegerman St Philadelphia, PA 19135 "
2380,Captain's Choice,['Seafood'],40.033381308576,-75.0488526871719,6900 Frankford Ave,,,Philadelphia,19135,US,PA,"6900 Frankford Ave Philadelphia, PA 19135 "
2381,Philomena Santucci's Square Pizza,"['Pizza', 'Italian']",40.03613,-75.0405,4010 Cottman Ave,,,Philadelphia,19135,US,PA,"4010 Cottman Ave Philadelphia, PA 19135 "
2382,Zaccone's Restaurant,['Italian'],40.040781,-75.0478131,3151 Cottman Ave,,,Philadelphia,19149,US,PA,"3151 Cottman Ave Philadelphia, PA 19149 "
2383,Fink's,['Sandwiches'],40.0286011,-75.038928,4633 Princeton Ave,,,Philadelphia,19135,US,PA,"4633 Princeton Ave Philadelphia, PA 19135 "
2384,Butcher Boys,"['Grocery', 'Butcher', 'Delis']",40.037533,-75.039221,7342 Frankford Ave,,,Philadelphia,19195,US,PA,"7342 Frankford Ave Philadelphia, PA 19195 "
2386,Oteri's Italian Bakery | Frankford Ave,"['Bakeries', 'Gelato', 'Delis']",40.0388690435386,-75.0356208089525,7518 Frankford Ave,,,Philadelphia,19136,US,PA,"7518 Frankford Ave Philadelphia, PA 19136 "
2388,Hunan Star,['Chinese'],40.0359341,-75.0422069,7203 Frankford Ave,,,Philadelphia,19135,US,PA,"7203 Frankford Ave Philadelphia, PA 19135 "
2389,Al's Corner Deli and Catering Services,['Delis'],40.0350893,-75.0258676,7940 Torresdale Ave,,,Philadelphia,19136,US,PA,"7940 Torresdale Ave Philadelphia, PA 19136 "
2390,McNally's Tavern - Mayfair,"['Pubs', 'American (Traditional)']",40.0357894897461,-75.0491943359375,3300 Brighton St,,,Philadelphia,19149,US,PA,"3300 Brighton St Philadelphia, PA 19149 "
2391,Little Man's Juice Bar and Grill,"['Juice Bars & Smoothies', 'Vegan', 'Acai Bowls']",40.0397591080489,-75.0292318233687,4218 Princeton Ave,,,Philadelphia,19135,US,PA,"4218 Princeton Ave Philadelphia, PA 19135 "
2392,Pizza City,['Pizza'],40.0351142883301,-75.0436172485352,7129 Frankford Ave,,,Philadelphia,19135,US,PA,"7129 Frankford Ave Philadelphia, PA 19135 "
2393,Shef's Pizza,['Pizza'],40.03653,-75.03178,4330 Sheffield Ave,,,Philadelphia,19136,US,PA,"4330 Sheffield Ave Philadelphia, PA 19136 "
2394,Panda Chinese Restaurant,['Chinese'],40.034832,-75.0442963,7105 Frankford Ave,,,Philadelphia,19135,US,PA,"7105 Frankford Ave Philadelphia, PA 19135 "
2395,Kings Highway Tavern,"['Bars', 'American (Traditional)']",40.0392795,-75.033586,7681 Frankford Ave,,,Philadelphia,19136,US,PA,"7681 Frankford Ave Philadelphia, PA 19136 "
2396,New Pizza Villa,['Pizza'],40.0290222167969,-75.0367813110352,7159 Torresdale Ave,,,Philadelphia,19135,US,PA,"7159 Torresdale Ave Philadelphia, PA 19135 "
2397,Moe's Deli Restaurant,['Delis'],40.0379,-75.0386,7360 Frankford Ave,,,Philadelphia,19136,US,PA,"7360 Frankford Ave Philadelphia, PA 19136 "
2398,Wawa,"['Coffee & Tea', 'Sandwiches']",40.03945,-75.03276,7715 Frankford Ave,,,Philadelphia,19136,US,PA,"7715 Frankford Ave Philadelphia, PA 19136 "
2399,Frankford Corner Store & Deli,"['Delis', 'Grocery', 'Water Stores']",40.0394462128374,-75.0342359393835,7544 Frankford Ave,,,Philadelphia,19136,US,PA,"7544 Frankford Ave Philadelphia, PA 19136 "
2400,Drougie's Pizza,['Pizza'],40.03683,-75.04145,3542 Cottman Ave,,,Philadelphia,19149,US,PA,"3542 Cottman Ave Philadelphia, PA 19149 "
2401,Baby Boss Pizza and Grill,"['Italian', 'Pizza', 'Mexican']",40.02877,-75.03912,4625 Princeton Ave,,,Philadelphia,19135,US,PA,"4625 Princeton Ave Philadelphia, PA 19135 "
2402,Seafood Bay Inc,['Seafood'],40.04198,-75.02819,8006 Frankford Ave,,,Philadelphia,19136,US,PA,"8006 Frankford Ave Philadelphia, PA 19136 "
2403,Vince's Deli,['Delis'],40.0374324283626,-75.0332758393337,4244 Chippendale St,,,Philadelphia,19136,US,PA,"4244 Chippendale St Philadelphia, PA 19136 "
2404,Little Caesars,['Pizza'],40.0345956642431,-75.0441778823733,7107 Frankford Ave,,,Philadelphia,19135,US,PA,"7107 Frankford Ave Philadelphia, PA 19135 "
2405,New London Pizza & Restaurant,"['Pizza', 'American (Traditional)']",40.0362701,-75.0424805,7230 Frankford Ave,,,Philadelphia,19135,US,PA,"7230 Frankford Ave Philadelphia, PA 19135 "
2406,Venice Pizza and Italian Eatery,['Pizza'],40.0420189,-75.0284424,3613 Rhawn St,,,Philadelphia,19136,US,PA,"3613 Rhawn St Philadelphia, PA 19136 "
2407,Mayfair Pizza,['Pizza'],40.03852,-75.03691,7424 Frankford Ave,,,Philadelphia,19136,US,PA,"7424 Frankford Ave Philadelphia, PA 19136 "
2408,Philly Pretzel Factory,"['Pretzels', 'Bakeries', 'Hot Dogs']",40.03797,-75.03844,7366 Frankford Ave,,,Philadelphia,19136,US,PA,"7366 Frankford Ave Philadelphia, PA 19136 "
2409,Francesco Steaks,"['Pizza', 'Cheesesteaks']",40.03605,-75.04283,7220 Frankford Ave,,,Philadelphia,19135,US,PA,"7220 Frankford Ave Philadelphia, PA 19135 "
2410,Jean's Pizzeria & Grill,['Pizza'],40.0404434204102,-75.0437164306641,3252 Ryan Ave,,,Philadelphia,19136,US,PA,"3252 Ryan Ave Philadelphia, PA 19136 "
2411,Sawtown Tavern,"['Bars', 'American (Traditional)']",40.027801338502,-75.0383652001619,4717-19 Princeton Ave,,,Philadelphia,19135,US,PA,"4717-19 Princeton Ave Philadelphia, PA 19135 "
2412,Boston Market,"['Comfort Food', 'American (Traditional)', 'Sandwiches']",40.041811,-75.026061,8045 Frankford Ave,,,Philadelphia,19136,US,PA,"8045 Frankford Ave Philadelphia, PA 19136 "
2417,Benny the Bum's,"['American (Traditional)', 'Seafood']",40.1018053,-75.0291144,9991 Bustleton Ave,,,Philadelphia,19115,US,PA,"9991 Bustleton Ave Philadelphia, PA 19115 "
2420,Wit or Witout Philly Cheesesteaks,"['Cheesesteaks', 'American (Traditional)']",40.096285,-75.017905,9970 Roosevelt Blvd,,,Philadelphia,19115,US,PA,"9970 Roosevelt Blvd Philadelphia, PA 19115 "
2421,California Tortilla,"['Tex-Mex', 'Mexican']",40.095407,-75.015636,10000 Roosevelt Blvd,,,Philadelphia,19116,US,PA,"10000 Roosevelt Blvd Philadelphia, PA 19116 "
2422,Ahi Sushi,"['Japanese', 'Sushi Bars']",40.1023855805397,-75.0288125127554,9999 Bustleton Ave,,,Philadelphia,19115,US,PA,"9999 Bustleton Ave Philadelphia, PA 19115 "
2423,Angela's Pizza,['Pizza'],40.09453,-75.018255,9918 Roosevelt Blvd,,,Philadelphia,19115,US,PA,"9918 Roosevelt Blvd Philadelphia, PA 19115 "
2424,NO.1 China,['Chinese'],40.103263,-75.010096,11000 Roosevelt Blvd,,,Philadelphia,19116,US,PA,"11000 Roosevelt Blvd Philadelphia, PA 19116 "
2425,Prince Of Pizza & Falafel,"['Pizza', 'Falafel']",40.1020927,-75.0288079,9987 Bustleton Ave,,,Philadelphia,19115,US,PA,"9987 Bustleton Ave Philadelphia, PA 19115 "
2426,IHOP,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",40.0996149,-75.01003,10740 Roosevelt Blvd,,,Philadelphia,19116,US,PA,"10740 Roosevelt Blvd Philadelphia, PA 19116 "
2427,Mallu Cafe & Catering,['Indian'],40.10752,-75.02727,10181 Verree Rd,,,Philadelphia,19116,US,PA,"10181 Verree Rd Philadelphia, PA 19116 "
2428,Wendy's,"['Burgers', 'Fast Food']",40.096599,-75.018035,2100 Red Lion Road,,,Philadelphia,19115,US,PA,"2100 Red Lion Road Philadelphia, PA 19115 "
2429,McDonald's,"['Burgers', 'Coffee & Tea', 'Fast Food']",40.102204,-75.029493,9970 Bustleton Ave,,,Philadelphia,19115,US,PA,"9970 Bustleton Ave Philadelphia, PA 19115 "
2430,Happy Garden,['Chinese'],40.0934762,-75.0170663,9916 Roosevelt Blvd,,,Philadelphia,19115,US,PA,"9916 Roosevelt Blvd Philadelphia, PA 19115 "
2431,Taco Bell,"['Fast Food', 'Mexican']",40.093896,-75.016257,9990 Roosevelt Blvd,,,Philadelphia,19114,US,PA,"9990 Roosevelt Blvd Philadelphia, PA 19114 "
2432,Happy Panda,['Chinese'],40.1017867,-75.0289483,9969 Bustleton Ave,,,Philadelphia,19115,US,PA,"9969 Bustleton Ave Philadelphia, PA 19115 "
2433,Subway,['Sandwiches'],40.1013949795034,-75.0286053176241,9979 Bustleton Ave,,,Philadelphia,19115,US,PA,"9979 Bustleton Ave Philadelphia, PA 19115 "
2451,Panda Bistro,['Chinese'],40.1197301,-75.0679261,630 Welsh Rd,,,Huntingdon Valley,19006,US,PA,"630 Welsh Rd Huntingdon Valley, PA 19006 "
2452,Franconi's Pizzeria,"['Pizza', 'Italian', 'Sandwiches']",40.1196775,-75.0678718,626 Welsh Rd,,,Huntingdon Valley,19006,US,PA,"626 Welsh Rd Huntingdon Valley, PA 19006 "
2469,Paprika Restaurant,"['Seafood', 'Halal', 'American (Traditional)']",40.01785,-75.15462,4167 Germantown Ave,,,Philadelphia,19140,US,PA,"4167 Germantown Ave Philadelphia, PA 19140 "
2471,Dwight's Southern Barbecue II,"['Barbeque', 'Caterers']",40.01035,-75.15121,3734 Germantown Ave,,,Philadelphia,19140,US,PA,"3734 Germantown Ave Philadelphia, PA 19140 "
2472,Pho Don,['Vietnamese'],40.00673,-75.15034,3528 Germantown Ave,,,Philadelphia,19140,US,PA,"3528 Germantown Ave Philadelphia, PA 19140 "
2473,Tasteful Sensations Seafood & Soul Food,"['Soul Food', 'Seafood']",40.0098771,-75.1545566,3703 Pulaski Ave,,,Philadelphia,19140,US,PA,"3703 Pulaski Ave Philadelphia, PA 19140 "
2474,Sheba's Soul Plate,"['Soul Food', 'Caribbean', 'Food Stands']",40.01059341430664,-75.14921569824219,,,,Philadelphia,19140,US,PA,"Philadelphia, PA 19140 "
2475,Hot Pot Cuisine,['Caribbean'],40.0189476013184,-75.156005859375,4234 Germantown Ave,,,Philadelphia,19140,US,PA,"4234 Germantown Ave Philadelphia, PA 19140 "
2477,Clock Bar,"['Bars', 'Seafood']",40.00883,-75.15044,3649 Germantown Ave,,,Philadelphia,19140,US,PA,"3649 Germantown Ave Philadelphia, PA 19140 "
2478,Temple University Hospital Cafeteria,['Fast Food'],40.0048074871302,-75.152150541544,3401 N Broad St,,,Philadelphia,19140,US,PA,"3401 N Broad St Philadelphia, PA 19140 "
2479,Sid Booker's Shrimp,['Seafood'],40.0234222412109,-75.1483993530273,4600 N Broad St,,,Philadelphia,19140,US,PA,"4600 N Broad St Philadelphia, PA 19140 "
2480,King of Pizza,['Pizza'],40.00843,-75.15034,3633 Germantown Ave,,,Philadelphia,19140,US,PA,"3633 Germantown Ave Philadelphia, PA 19140 "
2481,Venango Barbecue Restaurant,['Barbeque'],40.00741,-75.15069,1336 W Venango St,,,Philadelphia,19140,US,PA,"1336 W Venango St Philadelphia, PA 19140 "
2482,City View Pizza and Grill,"['Pizza', 'Burgers', 'Sandwiches']",40.0081853,-75.1511126,3619 North Broad St,,,Philadelphia,19140,US,PA,"3619 North Broad St Philadelphia, PA 19140 "
2483,Bravo Seafood,['Seafood'],40.010483,-75.151543,3742 Germantown Ave,,,Philadelphia,19140,US,PA,"3742 Germantown Ave Philadelphia, PA 19140 "
2484,Vo Trang,"['Delis', 'Salad', 'Sandwiches']",40.00614,-75.1501,3506 Germantown Ave,,,Philadelphia,19140,US,PA,"3506 Germantown Ave Philadelphia, PA 19140 "
2485,Golden China Wok Restaurant,['Chinese'],40.00574,-75.14943,3447 Germantown Ave,,,Philadelphia,19140,US,PA,"3447 Germantown Ave Philadelphia, PA 19140 "
2486,Moffin's Steak,['Cheesesteaks'],40.00609,-75.15027,1307 W Tioga St,,,Philadelphia,19140,US,PA,"1307 W Tioga St Philadelphia, PA 19140 "
2487,Mr C's Bar-Be-Que,['Barbeque'],40.0106735229492,-75.1516189575195,3750 Germantown Ave,,,Philadelphia,19140,US,PA,"3750 Germantown Ave Philadelphia, PA 19140 "
2488,Danny's Wok 3,"['Chicken Wings', 'Chinese']",40.0192629310612,-75.1495601981878,4322 N Broad St,,,Philadelphia,19140,US,PA,"4322 N Broad St Philadelphia, PA 19140 "
2489,Erie Square Restaurants,['Restaurants'],40.00889,-75.15044,3651 Germantown Ave,,,Philadelphia,19140,US,PA,"3651 Germantown Ave Philadelphia, PA 19140 "
2490,More Than Just Food,"['Soul Food', 'Barbeque', 'Seafood']",40.00884,-75.15647,3622 North 17th St,,,Philadelphia,19140,US,PA,"3622 North 17th St Philadelphia, PA 19140 "
2491,Yummy Garden,"['Chinese', 'American (Traditional)']",40.012402,-75.150216,3901 N Broad St,,,Philadelphia,19140,US,PA,"3901 N Broad St Philadelphia, PA 19140 "
2492,Crown Fried Chicken,['Fast Food'],40.00962,-75.15151,3706 N Broad St,,,Philadelphia,19140,US,PA,"3706 N Broad St Philadelphia, PA 19140 "
2493,New Wong House,"['Chinese', 'Asian Fusion']",40.0215945644163,-75.1482826265836,4503 N Broad St,,,Philadelphia,19140,US,PA,"4503 N Broad St Philadelphia, PA 19140 "
2494,1 Stop Pizza,"['Pizza', 'Italian']",40.00939,-75.15067,3701 Germantown Ave,,,Philadelphia,19140,US,PA,"3701 Germantown Ave Philadelphia, PA 19140 "
2495,Five Stars,"['Chinese', 'American (Traditional)']",40.0085906982422,-75.1504058837891,3639 Germantown Ave,,,Philadelphia,19140,US,PA,"3639 Germantown Ave Philadelphia, PA 19140 "
2496,Bravo Pizza & Halal Food,"['Pizza', 'Halal']",40.01062,-75.1516,3748 Germantown Ave,,,Philadelphia,19140,US,PA,"3748 Germantown Ave Philadelphia, PA 19140 "
2497,Barcode Restaurant & Hookah Lounge,"['Lounges', 'Seafood', 'Chicken Wings']",40.015932,-75.1543443,1643 W. Hunting Park Ave,,,Philadelphia,19140,US,PA,"1643 W. Hunting Park Ave Philadelphia, PA 19140 "
2498,Wok Works,"['Food Trucks', 'Asian Fusion']",40.005839,-75.150902,3401 N Broad St,,,Philadelphia,19140,US,PA,"3401 N Broad St Philadelphia, PA 19140 "
2499,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",40.0173649055896,-75.149853,4200 N Broad St,,,Philadelphia,19140,US,PA,"4200 N Broad St Philadelphia, PA 19140 "
2500,Meadowlane BBQ,"['Barbeque', 'American (Traditional)']",40.00883,-75.15167,3642 N Broad St,,,Philadelphia,19140,US,PA,"3642 N Broad St Philadelphia, PA 19140 "
2502,Peter's Seafood,['Seafood'],40.00635,-75.15018,3514 Germantown Ave,,,Philadelphia,19140,US,PA,"3514 Germantown Ave Philadelphia, PA 19140 "
2503,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",40.01775,-75.14891,4229 N Broad St,,,Philadelphia,19140,US,PA,"4229 N Broad St Philadelphia, PA 19140 "
2504,Coffeeland,"['Coffee & Tea', 'Breakfast & Brunch']",40.0094044,-75.1513854,1401 W Erie Ave,,,Philadelphia,19140,US,PA,"1401 W Erie Ave Philadelphia, PA 19140 "
2505,Taqua Food Cart,['Food Stands'],40.0122146606445,-75.1473541259766,,,,Philadelphia,19140,US,PA,"Philadelphia, PA 19140 "
2506,Checkers,"['Fast Food', 'Burgers']",40.00997,-75.15089,3709-25 N. Broad Street,,,Philadelphia,19140,US,PA,"3709-25 N. Broad Street Philadelphia, PA 19140 "
2507,Wayne & Berkley II,['Seafood'],40.00947,-75.16647,3556 N 23rd St,,,Philadelphia,19140,US,PA,"3556 N 23rd St Philadelphia, PA 19140 "
2508,Village Food Court,['Food Court'],40.0063,-75.14976,3509 Germantown Ave,,,Philadelphia,19140,US,PA,"3509 Germantown Ave Philadelphia, PA 19140 "
2509,Ajw Jamaican and American Food,"['Caribbean', 'Breakfast & Brunch']",40.02166,-75.14814,4507 N Broad St,,,Philadelphia,19140,US,PA,"4507 N Broad St Philadelphia, PA 19140 "
2510,Little Caesars,['Pizza'],40.0193914546937,-75.1491747265831,4322 N Broad St,,,Philadelphia,19140,US,PA,"4322 N Broad St Philadelphia, PA 19140 "
2511,Taco Bell,"['Mexican', 'Fast Food']",40.0212001437818,-75.1488108184233,4430 North Broad St,,,Philadelphia,19144,US,PA,"4430 North Broad St Philadelphia, PA 19144 "
2512,Duran Grocery,"['Delis', 'Sandwiches']",40.0233917236328,-75.1499710083008,1501 W Courtland St,,,Philadelphia,19140,US,PA,"1501 W Courtland St Philadelphia, PA 19140 "
2513,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings']",40.017796,-75.148528,4211 N Broad St,,,Philadelphia,19140,US,PA,"4211 N Broad St Philadelphia, PA 19140 "
2514,The Black Pearl,['American (New)'],40.00893,-75.14731,3701 Old York Rd,,,Philadelphia,19140,US,PA,"3701 Old York Rd Philadelphia, PA 19140 "
2517,Little Pete's Steaks,"['Sandwiches', 'Delis']",40.0196206569672,-75.0423355400562,6701 State Rd,,,Philadelphia,19135,US,PA,"6701 State Rd Philadelphia, PA 19135 "
2518,Joe's Steaks + Soda Shop,"['Cheesesteaks', 'Sandwiches']",40.01854,-75.05816,6030 Torresdale Ave,,,Philadelphia,19135,US,PA,"6030 Torresdale Ave Philadelphia, PA 19135 "
2519,Moon Flower House,"['Sandwiches', 'Juice Bars & Smoothies', 'Burgers']",40.0295791831334,-75.0583349168301,6414 Frankford Ave,Unit 11,,Philadelphia,19135,US,PA,"6414 Frankford Ave Unit 11 Philadelphia, PA 19135 "
2520,Crazy Crab House,"['Cajun/Creole', 'Seafood']",40.03144,-75.054142,6634 Frankford Ave,,,Philadelphia,19135,US,PA,"6634 Frankford Ave Philadelphia, PA 19135 "
2523,Philly's Seafood,"['Seafood', 'Chicken Wings', 'Sandwiches']",40.02546,-75.04469,6802 Torresdale Ave,,,Philadelphia,19135,US,PA,"6802 Torresdale Ave Philadelphia, PA 19135 "
2524,Chickie's & Pete's,"['Sports Bars', 'Seafood', 'American (Traditional)']",40.0273284912109,-75.0600357055664,4010 Robbins Ave,,,Philadelphia,19135,US,PA,"4010 Robbins Ave Philadelphia, PA 19135 "
2527,El Azteca,"['Mexican', 'Desserts', 'Salad']",40.030807,-75.053964,6613 Frankford Ave,,,Philadelphia,19135,US,PA,"6613 Frankford Ave Philadelphia, PA 19135 "
2530,Montesini Pizza,"['Pizza', 'Italian']",40.028999,-75.0571615,6420 Frankford Ave,,,Philadelphia,19149,US,PA,"6420 Frankford Ave Philadelphia, PA 19149 "
2532,Tony's Famous Tomato Pie,"['Pizza', 'American (New)', 'Bars']",40.0284115715877,-75.0590577797123,6300 Frankford Ave,,,Philadelphia,19135,US,PA,"6300 Frankford Ave Philadelphia, PA 19135 "
2533,Athenian Restaurant,"['Diners', 'American (Traditional)']",40.0259565956091,-75.0442917475272,6824 Torresdale Ave,,,Philadelphia,19135,US,PA,"6824 Torresdale Ave Philadelphia, PA 19135 "
2536,Original Boston Style Pizza,"['Pizza', 'Sandwiches']",40.028995513916,-75.0562591552734,6445 Frankford Ave,,,Philadelphia,19135,US,PA,"6445 Frankford Ave Philadelphia, PA 19135 "
2539,Red Robin Diner,"['Breakfast & Brunch', 'Seafood', 'American (Traditional)']",40.0286174762966,-75.058411980631,6330 Frankford Ave,,,Philadelphia,19135,US,PA,"6330 Frankford Ave Philadelphia, PA 19135 "
2540,Bravo's Pizza,['Pizza'],40.02452,-75.04653,6702 Torresdale Ave,,,Philadelphia,19135,US,PA,"6702 Torresdale Ave Philadelphia, PA 19135 "
2542,Long Yuan Chinese Restaurant,['Chinese'],40.03147,-75.05419,6634 Frankford Ave,,,Philadelphia,19135,US,PA,"6634 Frankford Ave Philadelphia, PA 19135 "
2544,The Freshworks - Mayfair Store,"['Cheesesteaks', 'Pizza', 'Sandwiches']",40.0320930480957,-75.050178527832,6801 Frankford Ave,,,Philadelphia,19135,US,PA,"6801 Frankford Ave Philadelphia, PA 19135 "
2546,Tony's Place,['Pizza'],40.0284115715877,-75.0590577797123,6300 Frankford Ave,,,Philadelphia,19135,US,PA,"6300 Frankford Ave Philadelphia, PA 19135 "
2550,Pagano's Steaks & Shakes,['Steakhouses'],40.02078,-75.053761,6300 Torresdale Ave,,,Philadelphia,19135,US,PA,"6300 Torresdale Ave Philadelphia, PA 19135 "
2553,Happy Wok Chinese Restaurant,['Chinese'],40.029547,-75.058484,6420 Frankford Ave,,,Philadelphia,19135,US,PA,"6420 Frankford Ave Philadelphia, PA 19135 "
2554,Burger Mansion,"['Burgers', 'Food Delivery Services']",40.02162,-75.05892,,,,Philadelphia,19135,US,PA,"Philadelphia, PA 19135 "
2555,Great Wall Restaurant,['Chinese'],40.0241814,-75.0461426,6705 Torresdale Ave,,,Philadelphia,19135,US,PA,"6705 Torresdale Ave Philadelphia, PA 19135 "
2556,PrimoHoagies,"['Sandwiches', 'Italian']",40.0309657057724,-75.0548242731657,6602 Frankford Ave,,,Philadelphia,19135,US,PA,"6602 Frankford Ave Philadelphia, PA 19135 "
2557,Magic Wok,['Chinese'],40.02642,-75.04283,6916 Torresdale Ave,,,Philadelphia,19135,US,PA,"6916 Torresdale Ave Philadelphia, PA 19135 "
2558,Fresh Works of Mayfair,['Sandwiches'],40.0320930480957,-75.050178527832,6801 Frankford Ave,,,Philadelphia,19135,US,PA,"6801 Frankford Ave Philadelphia, PA 19135 "
2560,Spiked Sports Lounge and Grill,"['American (Traditional)', 'Sports Bars']",40.0341499,-75.0464499,7016-18 Frankford Ave,,,Philadelphia,19135,US,PA,"7016-18 Frankford Ave Philadelphia, PA 19135 "
2561,Non Stop Pizza & Grille,['Pizza'],40.022209,-75.047233,6601 Hegerman St,,,Philadelphia,19135,US,PA,"6601 Hegerman St Philadelphia, PA 19135 "
2562,New Station Pizza,['Pizza'],40.0261752088864,-75.0431555884605,6904 Torresdale Ave,,,Philadelphia,19135,US,PA,"6904 Torresdale Ave Philadelphia, PA 19135 "
2563,Tsunami Pizza,['Pizza'],40.0262985,-75.0485992,4430 Unruh Ave,,,Philadelphia,19135,US,PA,"4430 Unruh Ave Philadelphia, PA 19135 "
2564,Wawa,"['Coffee & Tea', 'Sandwiches']",40.030023,-75.0562,6506 Frankford Ave,,,Philadelphia,19101,US,PA,"6506 Frankford Ave Philadelphia, PA 19101 "
2565,Northeast Sandwich Co.,"['Breakfast & Brunch', 'Sandwiches', 'Salad']",40.0589830155736,-75.0754031538963,1342 Bleigh Ave,,,Philadelphia,19111,US,PA,"1342 Bleigh Ave Philadelphia, PA 19111 "
2567,Rayaki - Philadelphia,"['Ramen', 'Izakaya']",40.04378,-75.05346,2818 Cottman Ave,,,Philadelphia,19149,US,PA,"2818 Cottman Ave Philadelphia, PA 19149 "
2571,Moonstruck Restaurant,['Italian'],40.07628013666,-75.08491519575,7955 Oxford Ave,,,Philadelphia,19111,US,PA,"7955 Oxford Ave Philadelphia, PA 19111 "
2573,Chase's Hop Shop,"['Chicken Wings', 'Beer Bar', 'Delis']",40.0605732947588,-75.0846842676401,7235 Rising Sun Ave,,,Philadelphia,19111,US,PA,"7235 Rising Sun Ave Philadelphia, PA 19111 "
2576,Magic Noodles,['Noodles'],40.04357983,-75.05235617,2833 Cottman Ave,,,Philadelphia,19149,US,PA,"2833 Cottman Ave Philadelphia, PA 19149 "
2577,Mr Sushi,"['Sushi Bars', 'Desserts', 'Soup']",40.06237,-75.08396,7324 Oxford Ave,,,Philadelphia,19111,US,PA,"7324 Oxford Ave Philadelphia, PA 19111 "
2578,Rib Rack,"['Barbeque', 'Salad', 'Chicken Wings']",40.0425338745117,-75.0632019042969,2100 Tyson Ave,,,Philadelphia,19149,US,PA,"2100 Tyson Ave Philadelphia, PA 19149 "
2587,Bishos,"['Middle Eastern', 'Halal', 'Mediterranean']",40.075833,-75.085179,7950 Oxford Ave,,,Philadelphia,19111,US,PA,"7950 Oxford Ave Philadelphia, PA 19111 "
2588,China Gourmet,['Chinese'],40.041592,-75.055007,2842 St Vincent Street,,,Philadelphia,19149,US,PA,"2842 St Vincent Street Philadelphia, PA 19149 "
2591,Pita Pocket Eatery,"['Vegetarian', 'Middle Eastern', 'Vegan']",40.0687544,-75.0963671,582 Cottman Ave,,,Cheltenham,19012,US,PA,"582 Cottman Ave Cheltenham, PA 19012 "
2592,Jade Harbor,"['Dim Sum', 'Cantonese']",40.0413318430688,-75.0646541877275,6863 Bustleton Ave,,,Philadelphia,19149,US,PA,"6863 Bustleton Ave Philadelphia, PA 19149 "
2593,Al-Sham Restaurant,"['American (New)', 'Halal', 'Middle Eastern']",40.0398,-75.06643,6738 Bustleton Ave,,,Philadelphia,19149,US,PA,"6738 Bustleton Ave Philadelphia, PA 19149 "
2595,Steve's Prince of Steaks,"['Sandwiches', 'American (Traditional)', 'Steakhouses']",40.04565,-75.06089,7200 Bustleton Ave,,,Philadelphia,19149,US,PA,"7200 Bustleton Ave Philadelphia, PA 19149 "
2596,Martha's Kitchen,"['Spanish', 'Caribbean', 'Soul Food']",40.05265,-75.09184,6615 Martins Mill Rd,,,Philadelphia,19111,US,PA,"6615 Martins Mill Rd Philadelphia, PA 19111 "
2597,Pho Le Lai,"['Vietnamese', 'Bubble Tea', 'Chinese']",40.04158,-75.05437,2844 St Vincent St,,,Philadelphia,19149,US,PA,"2844 St Vincent St Philadelphia, PA 19149 "
2598,Voix,"['Karaoke', 'Lounges', 'Japanese']",40.04386,-75.05232,2825 Cottman Ave,Unit 1,,Philadelphia,19149,US,PA,"2825 Cottman Ave Unit 1 Philadelphia, PA 19149 "
2599,Pho Saigon,"['Vietnamese', 'Soup']",40.04163,-75.06483,6842 Bustleton Ave,,,Philadelphia,19149,US,PA,"6842 Bustleton Ave Philadelphia, PA 19149 "
